Subject_ID,Audio_Jitter_ms,Handwriting_Pressure_kPa,Keystroke_Latency_ms,Emotion_Label
SUB_64,6.625051644788396,148.82707288702747,201.5700821146882,Calm
SUB_65,7.712480057141645,137.86654435408218,184.4670338130538,stress
SUB_66,4.855979756839332,144.3329789392067,263.8268669235596,Neutral
SUB_67,,83.8920877177101,215.94222045946137,calm
SUB_68,5.723272050095268,83.41146949788457,185.0641262901493,Stress
SUB_69,3.7097604907897512,154.00307166522163,158.16991455738412,stress
SUB_70,5.722791211016828,144.788224196033,305.2535788322319,calm
SUB_71,8.076073132931938,112.24611714553058,196.2120611135318,STRESS
SUB_72,4.928347921780097,145.59120805347231,188.6855908677931,Calm
SUB_73,8.129287311628012,-999.0,224.96814475210616,stress
SUB_74,-0.23949020817948874,82.66595676607605,235.94332629208657,Stress
SUB_75,6.643805008750448,71.4761654245583,129.99569416916114,Stress
SUB_76,5.174094136476342,130.84411299010935,190.49993546956944,stress
SUB_77,4.401985299068265,126.501536233142,146.38293894860612,Neutral
SUB_78,5.183521553071005,104.3275043945713,171.7728857200853,STRESS
SUB_79,1.0248621707982144,96.58822171165465,263.6744992350699,stress
SUB_80,4.560656224324976,192.43645811588718,257.6711277896035,Stress
SUB_81,5.7142251430234925,112.22607019234837,229.44050795142974,Neutral
SUB_82,7.955788089483033,161.6420104360193,129.73826789538978,calm
SUB_83,3.9634595634527052,115.60954696651557,209.335110302714,Neutral
SUB_84,3.3830127942136246,104.97861876634003,171.21999016010233,Calm
SUB_85,3.996485912830927,162.4997852941917,249.59566036286577,stress
SUB_86,6.830804235404148,143.69892361247992,171.83130200060828,calm
SUB_87,5.657502219319369,119.27672931007051,158.59851289786917,stress
SUB_88,3.9404795924659224,154.01142335257836,218.03352569957826,Stress
SUB_89,6.026534866226712,195.6091954852571,260.6751975094483,STRESS
SUB_90,5.194155098696081,98.02939900433533,253.39689474637555,Calm
SUB_91,,134.15209940235755,264.96340495115595,Calm
SUB_92,3.5958938122452953,-999.0,265.42295111229885,stress
SUB_93,,91.96376937695094,281.63353539787886,STRESS
SUB_94,4.215783693735685,91.13199641651602,209.03126204463115,Neutral
SUB_95,2.072970103735763,167.76999438055796,177.76853059592784,stress
SUB_96,5.592240554129152,65.25718178080965,158.7249193774384,STRESS
SUB_97,5.522110544359778,135.23578075400388,259.7345093212077,calm
SUB_98,,95.24270767139298,191.3741957980296,calm
SUB_99,,173.1748485470398,154.50562792363294,Calm
SUB_100,2.1692585158991715,-999.0,226.13092343500708,Neutral
SUB_101,,-999.0,127.63044088516834,stress
SUB_102,4.314570966946461,167.0852791348271,Sensor_Error,Stress
SUB_103,3.395445461556762,146.30400246936642,210.86612272023083,Stress
SUB_104,4.677428576667982,136.6268095308801,244.1013497417824,Stress
SUB_105,5.8081017136290765,144.17435866517351,183.45369633665226,STRESS
SUB_106,8.77237180242106,87.50179233702771,188.3746767284111,Neutral
SUB_107,5.349155625663678,142.2513961661441,239.33213368527112,Neutral
SUB_108,,114.02837357474945,241.45170547673615,Neutral
SUB_109,4.851108168467666,130.8277409748678,96.26161771426742,Neutral
SUB_110,1.162457569401917,134.53658778783876,274.15650404800374,stress
SUB_111,4.946972249101567,86.68472750378078,183.64492300539925,Calm
SUB_112,5.120460419882053,137.81467787522485,162.67247520619034,Neutral
SUB_113,9.926484224970572,114.40928130085871,176.58031412278166,calm
SUB_114,4.615278070437755,82.8023566206939,131.7680692566949,calm
SUB_115,5.603094684667225,115.60302580412876,327.3570440098858,Stress
SUB_116,4.9305764605895135,120.60075342345523,134.740312402665,calm
SUB_117,2.662643924760936,137.80895673803886,125.06651280914325,stress
SUB_118,7.285645629030041,48.35126886577946,186.9199431974427,calm
SUB_119,,131.6440868962998,131.00695641416084,calm
SUB_120,6.582063894086094,-999.0,206.10084580280608,Calm
SUB_121,3.181225090410522,144.29620339231474,282.08600985479586,STRESS
SUB_122,7.805588621872198,119.94401561147296,208.2604827928077,Stress
SUB_123,,109.99855486935154,216.9415916253615,Calm
SUB_124,6.173714187600541,114.67498811171217,185.4521229108863,Neutral
SUB_125,9.380911251619956,130.00229226573333,147.95023844219673,calm
SUB_126,,147.2372822301406,185.38471959351978,Stress
SUB_127,3.867404540794456,93.26666106974822,252.73062025804253,calm
SUB_128,5.199302730175282,109.69020421703091,267.8758595548051,stress
SUB_129,3.9930486917676014,164.08038152456024,202.0805581928409,STRESS
SUB_130,1.8986731378677346,109.16664920139097,243.87489760030647,Neutral
SUB_131,5.137125949612055,131.01749192445803,161.26035071252252,Calm
SUB_132,2.8753925725477902,-999.0,169.23986529476696,stress
SUB_133,5.9471848612703635,68.56478126509592,119.99977091225361,calm
SUB_134,3.1611515315323935,88.79385404856112,255.45642171487222,Neutral
SUB_135,,-999.0,171.20083684728712,stress
SUB_136,3.4334934153275256,151.19733492142748,133.60113259533136,STRESS
SUB_137,4.355876967588649,154.48578788062116,225.07271988065372,STRESS
SUB_138,6.62703443473934,62.24039079313646,267.16810176948405,calm
SUB_139,,103.76264582124415,181.44159845087972,Stress
SUB_140,,140.93368191121453,111.44589949805118,Stress
SUB_141,,116.83940626706327,183.80477164628516,stress
SUB_142,1.785033530877545,165.1367539745228,211.95342401839312,Stress
SUB_143,5.369267717064608,140.20502826393906,229.76970921502502,Stress
SUB_144,5.519765588496847,111.96944687133555,238.83769748989317,STRESS
SUB_145,6.563645743554621,114.63991886612769,203.7966315019344,stress
SUB_146,2.526098578243836,118.29630502185461,187.0662915316116,Calm
SUB_147,2.3590867738314474,94.62127809717178,234.2832234327019,calm
SUB_148,6.0438831312337955,148.17642406948497,133.84315478806042,Neutral
SUB_149,5.5939693464663724,142.27286453224656,151.5599880945261,stress
SUB_150,5.5009857006917535,133.62812302957292,163.6415238258622,Neutral
SUB_151,5.692896418993952,127.27724068070987,177.9088235836219,Neutral
SUB_152,3.6399505568430186,89.45406662900962,130.85468055311503,calm
SUB_153,5.464507394322007,135.12579597425247,248.60768242627842,Calm
SUB_154,5.586144946597362,123.87307417994253,139.3937198659204,Stress
SUB_155,3.571297163947264,180.06807284923238,65.58119283996726,Neutral
SUB_156,8.731549022289514,81.20126706256136,249.327514835743,Stress
SUB_157,5.947665841823575,98.30113836332104,225.7771042724527,stress
SUB_158,2.617393005594703,72.40066328648503,196.96774484611794,Stress
SUB_159,6.313107217267659,113.45940624698792,223.41748285560735,Calm
SUB_160,3.050636659545357,67.7730189601352,205.431756392807,calm
SUB_161,6.574169207484904,155.5650490850573,258.1808142398422,Neutral
SUB_162,7.317191158014808,152.76711926610503,161.58106805738456,stress
SUB_163,3.358635363296579,115.2110406482807,286.75563637333335,stress
SUB_164,6.926752258488643,89.58834635308892,247.38185182192984,STRESS
SUB_165,5.825561853872997,74.27692354322221,169.6762262336535,Neutral
SUB_166,6.64412031998898,98.8840615607878,161.7021623586805,stress
SUB_167,8.793585965307894,138.7611411702249,207.32253256191163,calm
SUB_168,4.509223767994259,96.38841930030395,143.81699263584838,calm
SUB_169,,177.2572852802016,189.72687575805176,Calm
SUB_170,3.2209711407489534,164.7208631969445,267.29740452281175,Neutral
SUB_171,3.3683794300691234,120.0247183021331,209.12464492290545,Stress
SUB_172,4.845796581171792,106.1439523439435,304.7153716314818,calm
SUB_173,,102.92412300760645,161.50359008322587,Calm
SUB_174,5.553381598660038,167.95130281578028,222.61818589925605,calm
SUB_175,,-999.0,173.38072692379194,Calm
SUB_176,5.026003783755814,148.0310685820008,189.64755594895837,stress
SUB_177,7.907068154314634,120.6537663920491,225.0149350575162,Calm
SUB_178,,141.4068664177253,163.31679800171293,calm
SUB_179,10.440338333179238,95.38808125293707,156.89512485629962,Stress
SUB_180,,110.01244213434815,176.70590401798682,STRESS
SUB_181,3.285684887167435,119.27452440889014,173.09939183606983,STRESS
SUB_182,,101.05900146988296,149.51073207699727,STRESS
SUB_183,5.96494483048637,157.47672508123492,272.2321813916413,Calm
SUB_184,4.553074429348298,97.0707561100188,184.80862950226984,stress
SUB_185,6.428000988184184,102.68903575169409,241.50669878992926,Stress
SUB_186,5.94647524914709,160.76100070883928,237.92239176841883,Calm
SUB_187,4.854342174686255,154.94781710386508,251.24529221436723,stress
SUB_188,3.30641256386319,167.6393631697689,133.20666742147444,Calm
SUB_189,1.9703055506282707,62.75180507767397,182.52560137615356,STRESS
SUB_190,4.106970095865957,126.0216824712556,234.34166664534106,Calm
SUB_191,,122.70843973893317,169.23229819252805,Calm
SUB_192,5.4281874882604075,103.14801346662443,274.3938639887388,Stress
SUB_193,2.508522442576024,129.73378169571464,Sensor_Error,Stress
SUB_194,5.346361851702364,110.356748089476,241.0228173569878,Stress
SUB_195,5.770634759457674,-999.0,177.67696023240498,Neutral
SUB_196,3.2322851275977342,222.05626686629773,252.53232325930728,Calm
SUB_197,5.307450211891056,129.51392292385373,213.47881371814583,Calm
SUB_198,,130.77394794308657,157.72752327568955,Stress
SUB_199,2.714059404338754,144.63658005047523,240.99568290574234,STRESS
SUB_200,5.715574720696567,125.41933592988953,113.58327761851024,STRESS
SUB_201,6.121569052736469,87.05901971519765,182.60611816358886,Neutral
SUB_202,,70.59864812570183,177.210988383337,Stress
SUB_203,7.1076041040698055,119.12126811894275,221.61165338381124,Stress
SUB_204,2.244661264085818,111.92666914880165,65.62032490242305,stress
SUB_205,3.124349920169754,61.09193751654984,211.66142753796476,Stress
SUB_206,6.0300705344173195,168.8817825486836,218.63579453741957,Neutral
SUB_207,6.027571901824418,123.21009130096533,160.286560176683,Calm
SUB_208,6.030095372612096,163.18309063993271,184.8061074792867,Stress
SUB_209,12.705462981309442,53.044131477235126,201.75535443204072,Calm
SUB_210,6.141781021386334,163.75461167267179,247.31081711285805,Neutral
SUB_211,7.271131280361198,105.4438476014879,91.75377430711158,Neutral
SUB_212,6.908003526986405,157.7747364555023,197.13669571336854,stress
SUB_213,6.302782502611596,126.44605421428952,223.9878003179189,STRESS
SUB_214,4.369461510719309,133.59769655759084,231.2763817457748,Neutral
SUB_215,6.517938440986535,133.63551120834885,189.07141065969336,stress
SUB_216,3.4543495709248564,107.24586905665434,228.68681865855467,Stress
SUB_217,4.526362786519982,100.60455789391636,196.32160037771405,calm
SUB_218,4.029272904341793,109.16519431517769,256.3414687548834,Neutral
SUB_219,5.163748278772645,75.84272375101929,158.24245798687718,Neutral
SUB_220,9.629317133347017,105.57869088919762,166.8587008963679,stress
SUB_221,,99.09625638769077,223.07766013519628,Neutral
SUB_222,6.372520380749027,75.12283941991234,232.31598584444532,Calm
SUB_223,1.7745682576206967,133.7599882715782,225.11520944899357,calm
SUB_224,4.056136268421133,120.23152295798329,178.71575783045887,Stress
SUB_225,7.177901193934732,127.38126969951442,Sensor_Error,Neutral
SUB_226,5.128560038190925,140.9235237438535,199.39436318799156,calm
SUB_227,2.8445104441413878,112.86419828335818,144.9119138723084,Stress
SUB_228,3.5693925814800638,91.83850760129678,159.17145832582634,Neutral
SUB_229,6.359195497869352,129.11826069922392,273.0709540964547,calm
SUB_230,,32.3341017287746,191.67861324012216,STRESS
SUB_231,5.43291717916395,116.75714725538367,173.79535843319394,Stress
SUB_232,5.091143679807628,142.9550587011839,171.03081823225892,Neutral
SUB_233,3.6967993047883656,151.40775787228867,214.54235466469967,Calm
SUB_234,9.28788817865065,104.11670331368708,305.39883871172344,Stress
SUB_235,6.267838044636022,52.75838304872131,257.51523771952907,Neutral
SUB_236,0.9497148266847857,41.00202419923997,134.5097926892921,stress
SUB_237,5.3729086295388555,139.14156320659117,264.15966800480754,Stress
SUB_238,3.676427070463224,109.38050810680376,158.29780084063577,STRESS
SUB_239,6.704866669592448,180.51897225909875,167.6070626722102,STRESS
SUB_240,,77.66689095253508,176.67744271184773,Calm
SUB_241,4.770527117066202,130.27007709975808,141.27463338700574,Stress
SUB_242,6.0099745579609145,169.87054905787653,264.29088261408936,calm
SUB_243,6.731510388340243,126.19385789331834,171.00989732229615,stress
SUB_244,2.5994071858884475,72.24194424926404,95.08809632195772,STRESS
SUB_245,4.330997528318103,203.17833849316855,157.6361039343686,STRESS
SUB_246,4.050109377678088,167.41762371138554,Sensor_Error,Stress
SUB_247,3.693341534852576,113.18261952324752,113.99106829367575,STRESS
SUB_248,8.530908480562193,144.56862232652887,213.48872134331307,Neutral
SUB_249,5.809963421921911,144.8898348020691,155.58311010696104,Calm
SUB_250,,139.25313254597876,255.807451359724,stress
SUB_251,6.835723894109552,78.54765675895153,222.76165224706367,STRESS
SUB_252,9.244312394025266,129.72472863358962,204.01386255112877,calm
SUB_253,7.064930521102294,163.8214710477723,122.54727323862778,STRESS
SUB_254,,135.13581647252238,135.5168119397296,Neutral
SUB_255,4.031531854267497,131.91453006922683,171.08123650036617,Neutral
SUB_256,7.533822298373245,103.89526892554696,188.56028606894304,Neutral
SUB_257,3.5846610687624385,92.88063988459807,276.438163233448,calm
SUB_258,5.887638856292456,72.82447841011526,214.81279800595092,Calm
SUB_259,,142.723937937831,180.84320518928095,Neutral
SUB_260,3.1461390568438343,113.37346999256071,273.75296758678496,calm
SUB_261,4.8809492878764,79.75861165361795,195.48996178406512,Stress
SUB_262,-1.4825346801381452,149.29225999521387,221.72427009251942,stress
SUB_263,2.9512247173314203,102.39266761400327,277.6850699342157,Stress
SUB_264,4.494863697213679,94.26405299275429,235.82867282031992,STRESS
SUB_265,2.504433636070301,105.11255958869174,222.12161925295848,stress
SUB_266,8.26482260786327,114.2073222048088,229.06191351420222,STRESS
SUB_267,2.1397172440787346,133.7406621154459,196.73638711843756,stress
SUB_268,4.119911026606032,93.74059227032069,202.07955796695387,STRESS
SUB_269,5.2614811545721825,150.31121626479626,120.77427435865471,calm
SUB_270,7.8825465781322315,134.52688765187565,164.55979497504075,STRESS
SUB_271,2.1282756976411212,104.56011762122725,197.5724042067237,Neutral
SUB_272,7.326327504309919,115.20630568280396,223.17423132972613,STRESS
SUB_273,5.020466122039174,107.32107167724297,178.2943114508608,calm
SUB_274,3.036982697904098,121.97594186507088,Sensor_Error,Calm
SUB_275,,165.5962189931369,239.30550921999074,calm
SUB_276,,107.01191044372591,212.352539545008,Calm
SUB_277,,125.68397465378658,127.74583985345393,Calm
SUB_278,5.139604169980037,99.04251683056192,197.1253558295835,Calm
SUB_279,4.22937280627648,135.95865132608992,225.54724792542135,STRESS
SUB_280,5.227034690502496,128.2921996055209,195.33090868924583,calm
SUB_281,6.324261349042093,159.88853366028476,193.32751553699418,calm
SUB_282,8.172033632290704,95.12429143008822,192.1319331600397,stress
SUB_283,2.524369002346302,140.71725962849374,164.84798798218026,STRESS
SUB_284,9.266066749312532,157.92250657105347,137.48924825368977,Stress
SUB_285,1.0958244009549962,106.87146792754999,309.2191783925922,Neutral
SUB_286,,116.19139202595098,149.85890269672993,Stress
SUB_287,6.176634412969153,125.72214400243713,176.62643231865135,Neutral
SUB_288,5.561983735470065,112.90263997966629,212.680194295317,STRESS
SUB_289,3.7546009603588124,125.31957588245267,97.20340239998704,calm
SUB_290,4.5837554992854495,140.20308688235428,277.6707471583678,STRESS
SUB_291,4.013998130682334,116.58071803722811,258.48365035388485,Stress
SUB_292,3.821270486111577,116.34603609576713,124.8293913216236,Calm
SUB_293,6.699204194042049,127.99985376329239,183.84132555897378,Calm
SUB_294,5.714030971930095,108.02494793292097,247.81367569547712,Neutral
SUB_295,3.6141808094786914,109.50860213297118,198.86836722025586,calm
SUB_296,6.799199750866501,93.03419136011608,249.98172283455875,Neutral
SUB_297,5.614599041753219,118.73575642269094,276.36417734753934,stress
SUB_298,6.62572423767792,133.43249559364367,158.5348069067955,Neutral
SUB_299,6.259257683847224,111.92587981290006,223.36509273574075,Calm
SUB_300,3.3420099781558554,96.79466852997726,139.8088948810685,Calm
SUB_301,3.879637919606061,117.11349956155007,176.77149022110558,Calm
SUB_302,6.494587210246523,-999.0,203.45750067980973,calm
SUB_303,6.22074053086693,123.83907871195773,207.3193719272372,calm
SUB_304,4.958196812071704,186.88649917116837,157.5244714358343,STRESS
SUB_305,,100.30752268879176,229.81388561734474,Stress
SUB_306,7.55532979157685,115.49049304920175,126.58426466844011,Calm
SUB_307,3.8168572223283403,143.37892396027587,155.9416018184872,Neutral
SUB_308,6.094194762340075,99.15960447368936,253.61475980343462,Stress
SUB_309,4.595614695132212,-999.0,160.06175338561016,stress
SUB_310,4.56463759354556,120.13848210780758,213.5812594230079,Calm
SUB_311,,136.8343136331347,281.73411043925745,Calm
SUB_312,6.6508326979760595,120.57040907207622,199.0924092878502,stress
SUB_313,6.627019272001277,150.55913834306676,267.19039847943236,calm
SUB_314,7.610957614308658,88.11466501955664,132.27723752351028,STRESS
SUB_315,5.042007683265518,167.1554258309351,170.504314374424,calm
SUB_316,6.363905942589928,126.95156414920658,211.05117910739983,Neutral
SUB_317,4.379466486813088,139.75376630642836,148.42619328767898,Stress
SUB_318,5.648332704976884,97.8487404231034,176.85382119688228,Neutral
SUB_319,4.739713891264631,130.11729041242583,207.22496792093796,stress
SUB_320,5.193991929985437,90.96030114564479,208.38083919063158,Calm
SUB_321,6.190314050873827,155.26933291928168,Sensor_Error,Calm
SUB_322,3.3635586335330547,81.30574745625364,108.40825267577885,Stress
SUB_323,,124.62520253456638,167.66416097692561,Neutral
SUB_324,2.987965237000596,108.34721654536538,129.90263897012136,Calm
SUB_325,2.5716227744245357,73.12116337434031,196.22623536882404,calm
SUB_326,7.316221747000135,91.93923809560933,197.9678580413522,Neutral
SUB_327,6.583325387925871,133.4878118035342,193.66317312049537,Neutral
SUB_328,6.24823963410431,93.1032900676725,152.8340798741921,stress
SUB_329,6.25669101852856,99.92488304567435,116.33505756696199,calm
SUB_330,4.975506454306171,131.20033718520713,271.4415638431723,calm
SUB_331,3.2054912570283367,147.44524548703265,200.97081925454302,STRESS
SUB_332,5.151609116387453,-999.0,184.35323741214694,stress
SUB_333,,118.60268927780872,196.63653312423637,Neutral
SUB_334,,126.5291719235703,132.93673871292924,STRESS
SUB_335,4.705885236995723,123.56237251287507,264.4165489901136,STRESS
SUB_336,3.349005606414977,88.90932070358714,164.25691928317207,Calm
SUB_337,,128.38317272141012,194.35330013631125,Stress
SUB_338,5.825862908551248,88.64221356032431,224.29153835559404,Neutral
SUB_339,3.8725508943920506,138.42828424023963,235.86932205857084,STRESS
SUB_340,3.3555592088671373,124.054069213402,198.81714124642986,Calm
SUB_341,5.487374422983825,55.073997953790965,148.4570454024273,Calm
SUB_342,5.4899331422174455,149.37351532338695,229.9273610101311,stress
SUB_343,3.9861136492577405,104.33904768456739,242.50154338274996,STRESS
SUB_344,4.057923388763355,101.85587999001777,258.6368813728582,calm
SUB_345,5.464099874715273,148.6771062681212,227.14102614794348,Neutral
SUB_346,2.1038313170053518,115.10214055200117,Sensor_Error,Stress
SUB_347,,137.92236518338655,207.4415577437815,Neutral
SUB_348,3.563111557495128,100.39933061799094,209.98634533614327,calm
SUB_349,4.573105696576306,144.11007748909913,261.47300984060314,STRESS
SUB_350,,-999.0,280.54864438782676,calm
SUB_351,7.950712433899104,132.14749983453288,269.42950333813087,STRESS
SUB_352,6.7153192464040385,114.64429146062943,195.98822655861684,calm
SUB_353,,168.89309801528677,238.16919824420552,Neutral
SUB_354,4.961967584194622,176.11329621982125,253.13866008374632,STRESS
SUB_355,2.9949412707243823,53.88848359235577,203.0783387164806,stress
SUB_356,4.96297372801522,147.79067225125098,157.58211100824187,Calm
SUB_357,4.422682722159723,87.60778079047815,149.84557259578935,Calm
SUB_358,5.645437120676179,-999.0,218.84185331560354,Neutral
SUB_359,3.345538112895354,66.66971758057846,243.82847437563944,stress
SUB_360,6.038693028482345,132.09714664497824,177.09228413804735,Calm
SUB_361,8.065477826005155,94.91287378203543,161.73648173876137,Neutral
SUB_362,,106.2353685465764,174.2240986290933,STRESS
SUB_363,5.8034234441978825,107.03717476166206,207.49538482485082,Neutral
SUB_364,6.380287983422225,97.96347838405165,238.96700664575826,calm
SUB_365,4.197559056228328,98.77774494056753,218.64158957844816,Stress
SUB_366,5.448184963620833,108.05957524742152,Sensor_Error,Stress
SUB_367,5.02518480156359,115.38206429747314,269.4937755543704,stress
SUB_368,5.195352197097663,129.6939561423338,336.15924110709284,Calm
SUB_369,3.4539804322890673,175.8212728815924,200.59136142092893,Neutral
SUB_370,5.049020348517885,91.59372385282308,280.3693356147131,calm
SUB_371,5.9959965824909,123.80126065414632,165.63811695428706,Stress
SUB_372,7.902287215590084,143.17957270579853,257.1561050557472,calm
SUB_373,6.918541652170414,98.73324142925252,158.8743174296207,Stress
SUB_374,9.306364915023114,52.281900035282646,182.29710978809234,calm
SUB_375,3.465304874223901,62.72166255086025,197.98228254380328,Calm
SUB_376,,53.38530982005605,103.86635836373772,STRESS
SUB_377,,166.20350654074804,108.87309178573148,STRESS
SUB_378,9.379605866435345,138.42465871900293,157.4645560626127,calm
SUB_379,3.383403429289697,142.67926082491886,266.1907513940299,Calm
SUB_380,3.3205563156384477,149.44224216889472,188.0291464149305,STRESS
SUB_381,3.8012147091119557,102.73587879392556,245.76453726518474,STRESS
SUB_382,,189.0913409426008,117.75377442565312,STRESS
SUB_383,3.948489956638478,130.06399779233033,217.99405218191313,calm
SUB_384,3.481734676892604,117.81682449419705,221.9991876173689,Stress
SUB_385,5.300787572952415,153.30005443791362,152.00556545777727,Stress
SUB_386,5.683511951554319,140.01899619540674,293.0948177631295,stress
SUB_387,8.752341678431772,160.05137789414522,137.16541227371155,Neutral
SUB_388,6.9008476763721,161.81499734096496,187.85733545302566,stress
SUB_389,3.8461926886751936,109.40260371217634,322.75875669144415,Calm
SUB_390,3.203170657303284,125.61074462710978,152.42694801281542,Stress
SUB_391,5.983838343013011,92.72413899647728,168.93574356076286,STRESS
SUB_392,2.3595335859587157,71.15153484355636,207.77505872809124,calm
SUB_393,8.662917531708707,145.10391654283922,133.62161113898367,Stress
SUB_394,7.358880241442574,148.7110759186548,225.83348284394353,Neutral
SUB_395,4.06164869579059,60.53280180266069,110.96453022754875,STRESS
SUB_396,1.573730941818245,98.48375810778575,200.04824356855806,Neutral
SUB_397,7.707744748330826,121.68250192760482,272.32767489648177,Stress
SUB_398,4.770920309494764,124.54163225402785,232.02890381186936,Stress
SUB_399,,181.35002733244258,197.95010921005607,Neutral
SUB_400,1.8111446824112658,-999.0,183.91671657066746,Calm
SUB_401,3.8012499540924543,114.86080574180532,195.75718869111523,STRESS
SUB_402,5.010487399436366,139.49572122340885,Sensor_Error,Neutral
SUB_403,5.093961187529484,109.49390724276378,219.89606945380137,Stress
SUB_404,4.099869057041513,104.85071608536407,Sensor_Error,Stress
SUB_405,,102.38820270620461,207.1767012836886,Stress
SUB_406,2.8647591412348112,126.98940764867724,235.04601673453163,calm
SUB_407,4.715241029957413,114.7292867133297,225.6943763852332,Calm
SUB_408,5.240591263423798,140.47439912245693,137.69388231202765,calm
SUB_409,6.028877668117498,130.72374420816905,83.23019105926201,Stress
SUB_410,,32.538305865542526,208.62022921194176,calm
SUB_411,2.7507158163242615,67.45420276916194,177.48671531562,Neutral
SUB_412,1.9317716585287554,104.97711854891729,Sensor_Error,Stress
SUB_413,,149.4000776791854,283.5926019475854,Neutral
SUB_414,5.6646280239591835,100.44964679659554,186.59451983601932,calm
SUB_415,3.5030269268868928,131.23773454671658,215.53663339951902,calm
SUB_416,8.102303951045046,137.9548720718584,157.72811468958827,Calm
SUB_417,5.231349268585717,136.20798774835356,224.5877386384922,Neutral
SUB_418,7.358594368127653,103.57727160218653,160.9352923684998,STRESS
